backlogging_cost,half_width,item_id,lead_time,lower,mean,stddev,upper
1000.0,0.6012900253734588,83105,0.0,206.11209527362848,206.71338529900194,3.067806251905402,207.3146753243754
1000.0,1.032270413730078,83105,1.0,264.5985674209988,265.6308378347289,5.266685784337133,266.66310824845897
10000.0,0.7426902817181908,83105,0.0,255.05612654362724,255.79881682534543,3.7892361312152594,256.54150710706364
10000.0,1.0448442591589582,83105,1.0,322.82047296304484,323.86531722220377,5.33083805693346,324.9101614813627
1000.0,0.8526592314959291,83106,0.0,275.66881902805375,276.52147825954967,4.350302201509843,277.3741374910456
1000.0,1.2319358764570039,83106,1.0,356.2941884544736,357.5261243309306,6.285387124780632,358.7580602073876
