,backlog_cost_incurred,backlogging_cost,cost,demand,holding_cost_incurred,info,inventory,order,order_cont,rep,run_time_min,schedule
0,0.0,1000.0,185.0,"[0, 3, 4, 13, 0, 3, 3, 3, 7, 4, 2, 6, 9, 2, 9, 6, 2, 7, 3, 6, 6]",185.0,0.0,"[0, 11, 10, 1, 14, 11, 11, 11, 7, 10, 12, 8, 5, 12, 5, 8, 12, 7, 11, 9, 10]","[0, 14, 3, 4, 13, 0, 3, 3, 3, 7, 4, 2, 6, 9, 2, 9, 6, 2, 7, 4, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,2.5266083518664044,"[0, 5, 3, 9, 2, 3, 3, 3, 6, 6, 4, 4, 7, 5, 8, 7, 4, 5, 3, 7, 7]"
